date,time,amazonID,exp_condition,isLeftRisky,indivOrGroup,groupSize,room,confirmationID,subjectNumber,round,gameRound,gameType,behaviouralType,choice,num_choice,payoff,didShare,info_share_cost,totalEarning,timeElapsed,latency
2021-11-19,10:29:48,5f0018ce21287311abc2ceea,,,1,4,RMOMmCT_session_111907,BEF8tVKHJA8tZOvPAAAo,1,38,0,4,info-sharing,,2,116,0,20,116,233657,0
2021-11-19,10:29:48,5dd11ee349f6071aef4519bb,,,1,4,RMOMmCT_session_111907,4Hi8_gbx13dIoUnMAAAq,4,38,0,4,info-sharing,,1,117,1,20,97,234022,0
2021-11-19,10:29:48,5e504cc583c96c0962356a59,,,1,4,RMOMmCT_session_111907,0icdhhqBls_7zGESAAAs,5,38,0,4,info-sharing,,1,117,0,20,117,234188,0
2021-11-19,10:29:48,607165c4d9ee4d7b0388c438,,,1,4,RMOMmCT_session_111907,taNhsyES4uMRsezFAAAm,2,38,0,4,info-sharing,,2,117,0,20,117,234239,0
2021-11-19,10:29:50,607165c4d9ee4d7b0388c438,,,1,4,RMOMmCT_session_111907,taNhsyES4uMRsezFAAAm,2,39,0,4,choice,sure,,117,,20,4237,236015,0
2021-11-19,10:29:50,5dd11ee349f6071aef4519bb,,,1,4,RMOMmCT_session_111907,4Hi8_gbx13dIoUnMAAAq,4,39,0,4,choice,sure,,117,,20,4311,236072,0
2021-11-19,10:29:50,5f0018ce21287311abc2ceea,,,1,4,RMOMmCT_session_111907,BEF8tVKHJA8tZOvPAAAo,1,39,0,4,choice,sure,,115,,20,4374,236156,0
2021-11-19,10:29:51,5e504cc583c96c0962356a59,,,1,4,RMOMmCT_session_111907,0icdhhqBls_7zGESAAAs,5,39,0,4,choice,sure,,116,,20,3626,236836,0
2021-11-19,10:29:52,5dd11ee349f6071aef4519bb,,,1,4,RMOMmCT_session_111907,4Hi8_gbx13dIoUnMAAAq,4,39,0,4,info-sharing,,1,117,1,20,97,237619,0
2021-11-19,10:29:52,5f0018ce21287311abc2ceea,,,1,4,RMOMmCT_session_111907,BEF8tVKHJA8tZOvPAAAo,1,39,0,4,info-sharing,,2,115,0,20,115,238074,0
2021-11-19,10:29:52,607165c4d9ee4d7b0388c438,,,1,4,RMOMmCT_session_111907,taNhsyES4uMRsezFAAAm,2,39,0,4,info-sharing,,2,117,0,20,117,238155,0
2021-11-19,10:29:53,5e504cc583c96c0962356a59,,,1,4,RMOMmCT_session_111907,0icdhhqBls_7zGESAAAs,5,39,0,4,info-sharing,,1,116,0,20,116,238839,0
2021-11-19,10:29:54,5dd11ee349f6071aef4519bb,,,1,4,RMOMmCT_session_111907,4Hi8_gbx13dIoUnMAAAq,4,40,0,4,choice,risky,,166,,20,4457,240224,0
2021-11-19,10:29:54,5f0018ce21287311abc2ceea,,,1,4,RMOMmCT_session_111907,BEF8tVKHJA8tZOvPAAAo,1,40,0,4,choice,sure,,118,,20,4492,240410,0
2021-11-19,10:29:54,5e504cc583c96c0962356a59,,,1,4,RMOMmCT_session_111907,0icdhhqBls_7zGESAAAs,5,40,0,4,choice,sure,,115,,20,3741,240524,0
2021-11-19,10:29:56,5dd11ee349f6071aef4519bb,,,1,4,RMOMmCT_session_111907,4Hi8_gbx13dIoUnMAAAq,4,40,0,4,info-sharing,,2,166,1,20,146,241800,0
2021-11-19,10:29:55,607165c4d9ee4d7b0388c438,,,1,4,RMOMmCT_session_111907,taNhsyES4uMRsezFAAAm,2,40,0,4,choice,sure,,115,,20,4352,240895,0
2021-11-19,10:29:56,5f0018ce21287311abc2ceea,,,1,4,RMOMmCT_session_111907,BEF8tVKHJA8tZOvPAAAo,1,40,0,4,info-sharing,,2,118,0,20,118,242048,0
2021-11-19,10:29:56,607165c4d9ee4d7b0388c438,,,1,4,RMOMmCT_session_111907,taNhsyES4uMRsezFAAAm,2,40,0,4,info-sharing,,2,115,0,20,115,242514,0
2021-11-19,10:29:57,5e504cc583c96c0962356a59,,,1,4,RMOMmCT_session_111907,0icdhhqBls_7zGESAAAs,5,40,0,4,info-sharing,,1,115,0,20,115,242935,0
2021-11-19,10:28:21,5fb92279d753c635c19d0eb6,,,1,5,gUYPrkE_session_111906,wMM6wNty89NHGrx7AAAh,2,21,0,4,choice,risky,,165,,20,2609,146831,0
2021-11-19,10:28:21,5f58beea896e94044ac91cf6,,,1,5,gUYPrkE_session_111906,3QBqxDLiZNqow4iyAAAg,1,21,0,4,choice,risky,,65,,20,2826,146962,0
2021-11-19,10:28:22,5bddaf7d712eb800010d29e3,,,1,5,gUYPrkE_session_111906,bYNE4GYKA5O7f57QAAAi,3,21,0,4,choice,sure,,118,,20,2497,147989,0
2021-11-19,10:28:22,5fb92279d753c635c19d0eb6,,,1,5,gUYPrkE_session_111906,wMM6wNty89NHGrx7AAAh,2,21,0,4,info-sharing,,2,165,0,20,165,148539,0
2021-11-19,10:28:23,61598b779eec3af5209760e7,,,1,5,gUYPrkE_session_111906,zcz-U3yGFalUvW1mAAAk,4,21,0,4,choice,risky,,167,,20,2500,148621,0
2021-11-19,10:28:23,605321be3c11a82a1230c8ee,,,1,5,gUYPrkE_session_111906,5xLEqvWFCYjVcBB8AAAl,6,21,0,4,choice,sure,,116,,20,2653,148686,0
2021-11-19,10:28:23,5f58beea896e94044ac91cf6,,,1,5,gUYPrkE_session_111906,3QBqxDLiZNqow4iyAAAg,1,21,0,4,info-sharing,,2,65,0,20,65,149091,0
2021-11-19,10:28:24,5bddaf7d712eb800010d29e3,,,1,5,gUYPrkE_session_111906,bYNE4GYKA5O7f57QAAAi,3,21,0,4,info-sharing,,1,118,1,20,98,149694,0
2021-11-19,10:28:25,61598b779eec3af5209760e7,,,1,5,gUYPrkE_session_111906,zcz-U3yGFalUvW1mAAAk,4,21,0,4,info-sharing,,2,167,1,20,147,150968,0
2021-11-19,10:28:25,605321be3c11a82a1230c8ee,,,1,5,gUYPrkE_session_111906,5xLEqvWFCYjVcBB8AAAl,6,21,0,4,info-sharing,,2,116,0,20,116,151252,0
2021-11-19,10:28:27,5fb92279d753c635c19d0eb6,,,1,5,gUYPrkE_session_111906,wMM6wNty89NHGrx7AAAh,2,22,0,4,choice,risky,,165,,20,2774,152941,0
2021-11-19,10:28:27,5f58beea896e94044ac91cf6,,,1,5,gUYPrkE_session_111906,3QBqxDLiZNqow4iyAAAg,1,22,0,4,choice,risky,,67,,20,2893,152960,0
2021-11-19,10:28:27,5bddaf7d712eb800010d29e3,,,1,5,gUYPrkE_session_111906,bYNE4GYKA5O7f57QAAAi,3,22,0,4,choice,sure,,117,,20,2594,152981,0
2021-11-19,10:28:28,61598b779eec3af5209760e7,,,1,5,gUYPrkE_session_111906,zcz-U3yGFalUvW1mAAAk,4,22,0,4,choice,risky,,66,,20,2546,153753,0
2021-11-19,10:28:28,605321be3c11a82a1230c8ee,,,1,5,gUYPrkE_session_111906,5xLEqvWFCYjVcBB8AAAl,6,22,0,4,choice,sure,,117,,20,2770,154252,0
2021-11-19,10:28:28,5bddaf7d712eb800010d29e3,,,1,5,gUYPrkE_session_111906,bYNE4GYKA5O7f57QAAAi,3,22,0,4,info-sharing,,1,117,1,20,97,154598,0
2021-11-19,10:28:29,5fb92279d753c635c19d0eb6,,,1,5,gUYPrkE_session_111906,wMM6wNty89NHGrx7AAAh,2,22,0,4,info-sharing,,2,165,0,20,165,154740,0
2021-11-19,10:28:29,5f58beea896e94044ac91cf6,,,1,5,gUYPrkE_session_111906,3QBqxDLiZNqow4iyAAAg,1,22,0,4,info-sharing,,2,67,1,20,47,155560,0
2021-11-19,10:28:30,61598b779eec3af5209760e7,,,1,5,gUYPrkE_session_111906,zcz-U3yGFalUvW1mAAAk,4,22,0,4,info-sharing,,2,66,1,20,46,156392,0
2021-11-19,10:28:31,605321be3c11a82a1230c8ee,,,1,5,gUYPrkE_session_111906,5xLEqvWFCYjVcBB8AAAl,6,22,0,4,info-sharing,,2,117,0,20,117,157303,0
2021-11-19,10:28:33,5bddaf7d712eb800010d29e3,,,1,5,gUYPrkE_session_111906,bYNE4GYKA5O7f57QAAAi,3,23,0,4,choice,sure,,117,,20,2691,159485,0
2021-11-19,10:28:34,5fb92279d753c635c19d0eb6,,,1,5,gUYPrkE_session_111906,wMM6wNty89NHGrx7AAAh,2,23,0,4,choice,sure,,117,,20,2891,159691,0
2021-11-19,10:28:34,61598b779eec3af5209760e7,,,1,5,gUYPrkE_session_111906,zcz-U3yGFalUvW1mAAAk,4,23,0,4,choice,sure,,115,,20,2641,159912,0
2021-11-19,10:28:34,605321be3c11a82a1230c8ee,,,1,5,gUYPrkE_session_111906,5xLEqvWFCYjVcBB8AAAl,6,23,0,4,choice,risky,,166,,20,2936,160070,0
2021-11-19,10:28:34,5f58beea896e94044ac91cf6,,,1,5,gUYPrkE_session_111906,3QBqxDLiZNqow4iyAAAg,1,23,0,4,choice,sure,,115,,20,2988,160573,0
2021-11-19,10:28:35,5bddaf7d712eb800010d29e3,,,1,5,gUYPrkE_session_111906,bYNE4GYKA5O7f57QAAAi,3,23,0,4,info-sharing,,1,117,1,20,97,161304,0
2021-11-19,10:28:36,5fb92279d753c635c19d0eb6,,,1,5,gUYPrkE_session_111906,wMM6wNty89NHGrx7AAAh,2,23,0,4,info-sharing,,1,117,0,20,117,161662,0
2021-11-19,10:28:36,61598b779eec3af5209760e7,,,1,5,gUYPrkE_session_111906,zcz-U3yGFalUvW1mAAAk,4,23,0,4,info-sharing,,1,115,1,20,95,162346,0
2021-11-19,10:28:36,5f58beea896e94044ac91cf6,,,1,5,gUYPrkE_session_111906,3QBqxDLiZNqow4iyAAAg,1,23,0,4,info-sharing,,1,115,0,20,115,162411,0
