date,time,amazonID,exp_condition,isLeftRisky,indivOrGroup,groupSize,room,confirmationID,subjectNumber,round,gameRound,gameType,behaviouralType,choice,num_choice,payoff,didShare,info_share_cost,totalEarning,timeElapsed,latency
2021-6-29,8:5:23,INHOUSETEST3,binary,true,0,1,06290753_sessionIndiv_1,k82uKS8rm48bnQMFAAAA,1,1,0,3,choice,risky,,192,,,192,7986,0
2021-6-29,8:5:24,INHOUSETEST3,binary,true,0,1,06290753_sessionIndiv_1,k82uKS8rm48bnQMFAAAA,1,1,0,3,info-sharing,,2,192,0,11,192,9532,0
2021-6-29,8:5:41,INHOUSETEST3,binary,true,0,1,06290753_sessionIndiv_1,k82uKS8rm48bnQMFAAAA,1,5,0,3,choice,sure,,136,,,769,26659,0
2021-6-29,8:5:27,INHOUSETEST3,binary,true,0,1,06290753_sessionIndiv_1,k82uKS8rm48bnQMFAAAA,1,2,0,3,info-sharing,,1,154,0,45,154,11950,0
2021-6-29,8:5:30,INHOUSETEST3,binary,true,0,1,06290753_sessionIndiv_1,k82uKS8rm48bnQMFAAAA,1,3,0,3,info-sharing,,1,145,0,79,145,15079,0
2021-6-29,8:5:28,INHOUSETEST3,binary,true,0,1,06290753_sessionIndiv_1,k82uKS8rm48bnQMFAAAA,1,3,0,3,choice,sure,,145,,,491,13548,0
2021-6-29,8:5:36,INHOUSETEST3,binary,true,0,1,06290753_sessionIndiv_1,k82uKS8rm48bnQMFAAAA,1,4,0,3,info-sharing,,1,142,0,97,142,21199,0
2021-6-29,8:5:43,INHOUSETEST3,binary,true,0,1,06290753_sessionIndiv_1,k82uKS8rm48bnQMFAAAA,1,5,0,3,info-sharing,,1,136,0,33,136,28204,0
2021-6-29,8:5:34,INHOUSETEST3,binary,true,0,1,06290753_sessionIndiv_1,k82uKS8rm48bnQMFAAAA,1,4,0,3,choice,sure,,142,,,633,19635,0
2021-6-29,8:5:25,INHOUSETEST3,binary,true,0,1,06290753_sessionIndiv_1,k82uKS8rm48bnQMFAAAA,1,2,0,3,choice,sure,,154,,,346,10403,0
2021-6-29,8:5:44,INHOUSETEST3,binary,true,0,1,06290753_sessionIndiv_1,k82uKS8rm48bnQMFAAAA,1,6,0,3,choice,risky,,227,,,996,29696,0
2021-6-29,8:5:46,INHOUSETEST3,binary,true,0,1,06290753_sessionIndiv_1,k82uKS8rm48bnQMFAAAA,1,6,0,3,info-sharing,,2,227,0,64,227,31244,0
2021-6-29,8:5:47,INHOUSETEST3,binary,true,0,1,06290753_sessionIndiv_1,k82uKS8rm48bnQMFAAAA,1,7,0,3,choice,sure,,151,,,1147,32122,0
2021-6-29,8:5:48,INHOUSETEST3,binary,true,0,1,06290753_sessionIndiv_1,k82uKS8rm48bnQMFAAAA,1,7,0,3,info-sharing,,1,151,0,50,151,33679,0
